time_captured,05_unb_raw_accX
1970-01-01 00:00:00.000000588,-55.998
1970-01-01 00:00:00.000000589,66.368
1970-01-01 00:00:00.000000590,162.138
1970-01-01 00:00:00.000000591,466.04
1970-01-01 00:00:00.000000592,1156.56
1970-01-01 00:00:00.000000593,1473.15
1970-01-01 00:00:00.000000594,363.072
1970-01-01 00:00:00.000000595,-810.446
1970-01-01 00:00:00.000000596,-876.814
1970-01-01 00:00:00.000000597,-809.836
1970-01-01 00:00:00.000000598,-808.616
1970-01-01 00:00:00.000000599,-318.908
1970-01-01 00:00:00.000000600,709.796
1970-01-01 00:00:00.000000601,822.646
1970-01-01 00:00:00.000000602,349.896
1970-01-01 00:00:00.000000603,-430.05
1970-01-01 00:00:00.000000604,-871.202
1970-01-01 00:00:00.000000605,-258.884
1970-01-01 00:00:00.000000606,-315.492
1970-01-01 00:00:00.000000607,217.16
1970-01-01 00:00:00.000000608,354.532
1970-01-01 00:00:00.000000609,692.472
1970-01-01 00:00:00.000000610,1644.438
1970-01-01 00:00:00.000000611,1241.716
1970-01-01 00:00:00.000000612,-254.37
1970-01-01 00:00:00.000000613,-1225.49
1970-01-01 00:00:00.000000614,-955.748
1970-01-01 00:00:00.000000615,-1158.39
1970-01-01 00:00:00.000000616,-698.694
1970-01-01 00:00:00.000000617,-33.55
1970-01-01 00:00:00.000000618,1053.958
1970-01-01 00:00:00.000000619,1017.358
1970-01-01 00:00:00.000000620,-271.938
1970-01-01 00:00:00.000000621,-806.542
1970-01-01 00:00:00.000000622,-707.478
1970-01-01 00:00:00.000000623,94.184
1970-01-01 00:00:00.000000624,23.668
1970-01-01 00:00:00.000000625,102.114
1970-01-01 00:00:00.000000626,451.4
1970-01-01 00:00:00.000000627,1036.634
1970-01-01 00:00:00.000000628,1408.246
1970-01-01 00:00:00.000000629,458.72
1970-01-01 00:00:00.000000630,-749.568
1970-01-01 00:00:00.000000631,-1072.624
1970-01-01 00:00:00.000000632,-812.154
1970-01-01 00:00:00.000000633,-881.938
1970-01-01 00:00:00.000000634,-489.22
1970-01-01 00:00:00.000000635,784.094
